unit_id,blood_type,location_type,location_id,expiry_days_remaining
U04773,B+,bloodbank,BB074,33
U04774,O+,bloodbank,BB065,34
U04775,O+,bloodbank,BB034,39
U04776,A+,bloodbank,BB045,10
U04777,A+,bloodbank,BB089,1
U04778,B+,hospital,H022,8
U04779,A+,bloodbank,BB085,21
U04780,O+,bloodbank,BB088,39
U04781,O-,hospital,H026,8
U04782,B+,bloodbank,BB052,1
U04783,B+,hospital,H048,7
U04784,O+,bloodbank,BB015,25
U04785,O+,hospital,H050,9
U04786,O+,bloodbank,BB051,2
U04787,B+,hospital,H032,29
U04788,B+,hospital,H034,17
U04789,B+,bloodbank,BB025,17
U04790,B+,bloodbank,BB055,18
U04791,AB+,bloodbank,BB017,22
U04792,O+,hospital,H016,12
U04793,O+,bloodbank,BB009,1
U04794,O+,bloodbank,BB023,13
U04795,O-,bloodbank,BB030,27
U04796,O+,bloodbank,BB022,37
U04797,O+,hospital,H017,6
U04798,A+,bloodbank,BB035,41
U04799,O+,hospital,H020,37
U04800,O+,bloodbank,BB076,26
U04801,A+,bloodbank,BB033,36
U04802,A+,hospital,H030,29
U04803,O+,bloodbank,BB014,34
U04804,A+,bloodbank,BB020,23
U04805,B+,bloodbank,BB093,2
U04806,B+,bloodbank,BB028,42
U04807,O+,hospital,H029,5
U04808,B+,bloodbank,BB095,27
U04809,A+,hospital,H030,38
U04810,B+,hospital,H029,11
U04811,A+,hospital,H016,19
U04812,O+,bloodbank,BB068,31
U04813,O+,bloodbank,BB092,28
U04814,B+,bloodbank,BB040,13
U04815,B+,bloodbank,BB061,6
U04816,B+,hospital,H021,11
U04817,B+,hospital,H019,15
U04818,O+,hospital,H045,4
U04819,B+,bloodbank,BB041,24
U04820,O+,hospital,H039,28
U04821,O+,bloodbank,BB078,42
U04822,A+,hospital,H005,23
U04823,A+,hospital,H005,9
U04824,O+,hospital,H028,6
U04825,O+,hospital,H025,9
U04826,A+,bloodbank,BB039,10
U04827,A+,bloodbank,BB053,39
U04828,B+,bloodbank,BB044,39
U04829,O+,bloodbank,BB094,7
U04830,O+,bloodbank,BB049,32
U04831,A-,bloodbank,BB068,10
U04832,B+,bloodbank,BB036,1
U04833,O+,bloodbank,BB060,23
U04834,O+,hospital,H023,9
U04835,O+,bloodbank,BB071,3
U04836,B+,hospital,H048,6
U04837,O+,bloodbank,BB099,16
U04838,A+,hospital,H025,22
U04839,B+,bloodbank,BB037,30
U04840,O+,hospital,H009,21
U04841,A+,hospital,H016,7
U04842,B+,bloodbank,BB069,20
U04843,A-,bloodbank,BB082,4
U04844,O+,bloodbank,BB022,36
U04845,O+,hospital,H002,1
U04846,A+,bloodbank,BB028,11
U04847,A+,hospital,H001,21
U04848,O+,bloodbank,BB019,42
U04849,O+,bloodbank,BB037,29
U04850,A+,hospital,H037,31
U04851,A+,bloodbank,BB095,23
U04852,O+,hospital,H020,8
U04853,A+,bloodbank,BB043,35
U04854,A+,hospital,H038,32
U04855,A+,hospital,H010,35
U04856,B+,bloodbank,BB011,2
U04857,B+,bloodbank,BB093,38
U04858,B+,hospital,H037,5
U04859,O+,bloodbank,BB025,3
U04860,O+,bloodbank,BB062,31
U04861,B+,bloodbank,BB036,14
U04862,O+,hospital,H018,32
U04863,O+,bloodbank,BB041,28
U04864,O+,bloodbank,BB096,33
U04865,O+,bloodbank,BB058,23
U04866,O+,hospital,H032,17
U04867,O+,bloodbank,BB058,32
U04868,O+,hospital,H002,30
U04869,A+,bloodbank,BB057,34
U04870,B+,hospital,H001,19
U04871,O+,hospital,H029,32
U04872,B+,hospital,H048,30
U04873,A+,hospital,H026,2
U04874,AB+,bloodbank,BB046,30
U04875,B+,bloodbank,BB067,41
U04876,A+,hospital,H034,18
U04877,A+,bloodbank,BB007,3
U04878,B+,bloodbank,BB036,17
U04879,O+,bloodbank,BB032,11
U04880,O+,hospital,H021,6
U04881,B+,hospital,H050,33
U04882,B+,bloodbank,BB007,39
U04883,B+,bloodbank,BB090,28
U04884,O+,bloodbank,BB060,38
U04885,O+,hospital,H003,3
U04886,AB+,bloodbank,BB097,33
U04887,B+,bloodbank,BB072,26
U04888,O+,hospital,H043,9
U04889,O+,bloodbank,BB040,40
U04890,A+,bloodbank,BB010,31
U04891,A+,bloodbank,BB063,31
U04892,O-,hospital,H044,3
U04893,O+,hospital,H025,19
U04894,O+,bloodbank,BB040,15
U04895,O-,hospital,H028,31
U04896,A+,hospital,H046,40
U04897,O+,hospital,H026,13
U04898,O-,hospital,H030,24
U04899,O+,hospital,H047,37
U04900,B+,bloodbank,BB096,38
U04901,A+,bloodbank,BB005,19
U04902,O+,hospital,H017,29
U04903,A-,hospital,H002,20
U04904,A+,hospital,H045,31
U04905,A+,hospital,H007,15
U04906,O+,bloodbank,BB064,36
U04907,O-,hospital,H028,5
U04908,B+,bloodbank,BB047,34
U04909,B+,hospital,H017,24
U04910,B+,bloodbank,BB047,42
U04911,O+,bloodbank,BB096,19
U04912,B+,bloodbank,BB041,27
U04913,B+,bloodbank,BB074,14
U04914,O+,bloodbank,BB076,41
U04915,A+,bloodbank,BB050,4
U04916,A+,bloodbank,BB058,18
U04917,O+,hospital,H023,7
U04918,O-,bloodbank,BB060,17
U04919,A+,bloodbank,BB022,17
U04920,AB+,hospital,H039,11
U04921,A+,bloodbank,BB071,19
U04922,B+,hospital,H013,34
U04923,B+,hospital,H021,2
U04924,O+,bloodbank,BB044,4
U04925,B+,hospital,H016,24
U04926,B+,hospital,H027,41
U04927,A+,bloodbank,BB017,8
U04928,A+,hospital,H031,39
U04929,A+,hospital,H001,18
U04930,O-,hospital,H048,21
U04931,B+,hospital,H013,17
U04932,O+,hospital,H050,38
U04933,B+,hospital,H017,31
U04934,A+,hospital,H050,23
U04935,O-,hospital,H022,33
U04936,O+,bloodbank,BB063,1
U04937,O+,hospital,H024,17
U04938,A-,hospital,H040,7
U04939,A+,bloodbank,BB057,12
U04940,B+,hospital,H019,13
U04941,O+,hospital,H037,39
U04942,O+,hospital,H023,18
U04943,B+,bloodbank,BB084,26
U04944,B+,hospital,H012,19
U04945,B+,hospital,H037,35
U04946,A+,bloodbank,BB027,39
U04947,O+,bloodbank,BB091,1
U04948,B+,hospital,H042,25
U04949,B+,hospital,H047,22
U04950,B+,hospital,H040,8
U04951,O+,hospital,H034,31
U04952,B+,hospital,H013,22
U04953,A+,hospital,H009,25
U04954,O+,bloodbank,BB080,36
U04955,B+,bloodbank,BB049,13
U04956,O+,hospital,H040,10
U04957,O+,hospital,H015,2
U04958,O-,hospital,H035,30
U04959,B+,hospital,H026,10
U04960,B+,hospital,H029,10
U04961,B+,bloodbank,BB042,4
U04962,B-,bloodbank,BB053,39
U04963,A+,hospital,H017,7
U04964,A+,hospital,H014,33
U04965,B+,bloodbank,BB056,16
U04966,O+,bloodbank,BB093,39
U04967,A+,bloodbank,BB022,42
U04968,O+,hospital,H036,10
U04969,A+,hospital,H025,5
U04970,B+,bloodbank,BB075,39
U04971,O+,hospital,H034,10
U04972,A+,hospital,H043,5
U04973,A+,bloodbank,BB073,42
U04974,B+,bloodbank,BB066,38
U04975,A+,bloodbank,BB006,10
U04976,B+,bloodbank,BB037,16
U04977,O+,bloodbank,BB086,26
U04978,O+,hospital,H018,17
U04979,O+,bloodbank,BB071,4
U04980,A-,bloodbank,BB061,8
U04981,A+,hospital,H035,23
U04982,O+,bloodbank,BB082,6
U04983,O+,bloodbank,BB095,36
U04984,O-,bloodbank,BB091,39
U04985,O+,hospital,H020,31
U04986,O+,bloodbank,BB084,23
U04987,B+,bloodbank,BB007,5
U04988,A+,hospital,H008,2
U04989,B+,hospital,H007,11
U04990,B+,bloodbank,BB050,3
U04991,A+,hospital,H009,24
U04992,B+,bloodbank,BB048,34
U04993,O+,hospital,H035,14
U04994,B+,bloodbank,BB028,24
U04995,O+,bloodbank,BB073,32
U04996,B+,hospital,H024,22
U04997,O+,bloodbank,BB005,37
U04998,A+,hospital,H034,9
U04999,B+,hospital,H011,6
U05000,O+,hospital,H017,30
